ds,Store_ID,Product_ID,Actual_Sales,XGB_Sales_Pred
2023-08-11,2,18,134,143.92607
2023-08-11,2,19,77,154.2268
2023-08-11,2,20,17,29.030203
2023-08-11,3,1,207,205.10895
2023-08-11,3,2,211,210.88065
2023-08-11,3,3,12,66.48182
2023-08-11,3,4,266,231.29825
2023-08-11,3,5,116,164.91156
2023-08-11,3,6,48,39.55841
2023-08-11,3,7,188,168.68979
2023-08-11,3,8,97,70.41923
2023-08-11,3,9,44,22.677223
2023-08-11,3,10,397,341.57306
2023-08-11,3,11,53,48.836533
2023-08-11,3,12,45,34.600613
2023-08-11,3,13,207,171.21422
2023-08-11,3,14,53,48.342983
2023-08-11,3,15,1,49.185448
2023-08-11,3,16,79,51.253353
2023-08-11,3,17,99,84.548615
2023-08-11,3,18,295,262.71603
2023-08-11,3,19,296,286.98047
2023-08-11,3,20,62,104.68855
2023-08-11,4,1,78,70.74116
2023-08-11,4,2,187,92.280754
2023-08-11,4,3,20,59.80114
2023-08-11,4,4,93,59.976616
2023-08-11,4,5,451,346.10098
2023-08-11,4,6,98,143.9007
2023-08-11,4,7,105,166.8475
2023-08-11,4,8,70,49.299637
2023-08-11,4,9,177,157.39658
2023-08-11,4,10,138,170.65642
2023-08-11,4,11,235,211.42442
2023-08-11,4,12,4,38.882427
2023-08-11,4,13,113,149.23396
2023-08-11,4,14,82,56.744316
2023-08-11,4,15,409,333.85782
2023-08-11,4,16,112,145.97758
2023-08-11,4,17,293,275.46274
2023-08-11,4,18,229,206.99368
2023-08-11,4,19,164,169.70937
2023-08-11,4,20,57,24.349316
2023-08-11,5,1,17,55.294025
2023-08-11,5,2,223,209.29881
2023-08-11,5,3,95,81.737946
2023-08-11,5,4,96,62.62187
2023-08-11,5,5,122,92.02371
2023-08-11,5,6,35,22.101082
2023-08-11,5,7,1,26.049786
2023-08-11,5,8,31,29.311892
2023-08-11,5,9,149,76.912346
2023-08-11,5,10,143,185.0621
2023-08-11,5,11,308,268.44257
2023-08-11,5,12,230,206.24992
2023-08-11,5,13,243,213.4959
2023-08-11,5,14,5,35.407005
2023-08-11,5,15,6,50.750546
2023-08-11,5,16,218,205.72047
2023-08-11,5,17,35,28.391148
2023-08-11,5,18,143,173.34972
2023-08-11,5,19,52,48.229656
2023-08-11,5,20,33,23.284992
2023-08-12,1,1,46,39.86942
2023-08-12,1,2,46,37.503433
2023-08-12,1,3,41,56.358673
2023-08-12,1,4,0,38.480133
2023-08-12,1,5,7,58.28853
2023-08-12,1,6,30,27.048082
2023-08-12,1,7,75,123.02936
2023-08-12,1,8,293,256.60245
2023-08-12,1,9,18,28.200312
2023-08-12,1,10,118,174.85062
2023-08-12,1,11,15,32.15431
2023-08-12,1,12,82,124.97236
2023-08-12,1,13,258,230.90599
2023-08-12,1,14,173,157.69276
2023-08-12,1,15,43,54.13923
2023-08-12,1,16,47,24.461803
2023-08-12,1,17,425,366.7329
2023-08-12,1,18,100,148.92369
2023-08-12,1,19,394,341.20813
2023-08-12,1,20,142,155.72064
2023-08-12,2,1,52,31.06488
2023-08-12,2,2,94,52.88606
2023-08-12,2,3,2,17.228369
2023-08-12,2,4,100,81.203575
2023-08-12,2,5,199,209.25307
2023-08-12,2,6,195,165.97765
2023-08-12,2,7,87,46.842308
2023-08-12,2,8,13,32.725887
2023-08-12,2,9,15,27.175896
2023-08-12,2,10,238,241.83086
2023-08-12,2,11,88,59.22946
2023-08-12,2,12,164,164.80841
2023-08-12,2,13,185,159.46246
2023-08-12,2,14,21,35.13779
2023-08-12,2,15,46,57.932983
2023-08-12,2,16,202,163.87462
2023-08-12,2,17,16,45.842705
2023-08-12,2,18,43,31.372519
2023-08-12,2,19,344,309.22482
2023-08-12,2,20,71,34.439785
2023-08-12,3,1,8,27.006344
2023-08-12,3,2,31,32.174286
2023-08-12,3,3,198,166.77446
2023-08-12,3,4,462,349.6259
2023-08-12,3,5,91,168.89919
2023-08-12,3,6,0,29.043287
2023-08-12,3,7,97,149.63997
2023-08-12,3,8,389,353.57376
2023-08-12,3,9,46,36.83616
2023-08-12,3,10,145,168.91183
2023-08-12,3,11,365,325.08466
2023-08-12,3,12,209,185.71295
2023-08-12,3,13,91,142.15407
2023-08-12,3,14,44,37.15354
2023-08-12,3,15,412,353.39484
2023-08-12,3,16,80,49.05164
2023-08-12,3,17,26,134.39839
2023-08-12,3,18,113,83.580444
2023-08-12,3,19,63,62.485573
2023-08-12,3,20,2,29.687712
2023-08-12,4,1,70,53.442226
2023-08-12,4,2,98,71.91892
2023-08-12,4,3,231,216.48978
2023-08-12,4,4,3,46.574593
2023-08-12,4,5,68,164.17226
2023-08-12,4,6,120,67.073395
2023-08-12,4,7,12,42.336884
2023-08-12,4,8,157,93.045975
2023-08-12,4,9,178,161.49599
2023-08-12,4,10,150,194.792
2023-08-12,4,11,229,229.58138
2023-08-12,4,12,20,40.54801
2023-08-12,4,13,26,46.621292
2023-08-12,4,14,57,26.27029
2023-08-12,4,15,256,252.09332
2023-08-12,4,16,181,79.67069
2023-08-12,4,17,85,79.264755
2023-08-12,4,18,100,166.04413
2023-08-12,4,19,8,67.87972
2023-08-12,4,20,266,226.36778
2023-08-12,5,1,151,153.87326
2023-08-12,5,2,12,34.674862
2023-08-12,5,3,70,61.110508
2023-08-12,5,4,70,91.28336
2023-08-12,5,5,34,59.774715
2023-08-12,5,6,335,293.558
2023-08-12,5,7,9,18.23178
2023-08-12,5,8,345,324.05795
2023-08-12,5,9,288,260.52554
2023-08-12,5,10,273,233.71236
2023-08-12,5,11,0,65.901924
2023-08-12,5,12,59,44.25208
2023-08-12,5,13,43,35.15856
2023-08-12,5,14,14,26.400202
2023-08-12,5,15,35,159.01651
2023-08-12,5,16,33,30.314566
2023-08-12,5,17,419,361.30444
2023-08-12,5,18,45,29.167643
2023-08-12,5,19,104,96.50252
2023-08-12,5,20,70,136.38647
2023-08-13,1,1,145,78.02566
2023-08-13,1,2,36,28.6604
2023-08-13,1,3,18,42.09529
2023-08-13,1,4,57,142.49483
2023-08-13,1,5,272,238.1427
2023-08-13,1,6,235,215.17703
2023-08-13,1,7,228,203.362
2023-08-13,1,8,4,51.81046
2023-08-13,1,9,19,118.07771
2023-08-13,1,10,356,316.48325
2023-08-13,1,11,191,187.26996
2023-08-13,1,12,168,90.025696
2023-08-13,1,13,3,46.64222
2023-08-13,1,14,50,25.403214
2023-08-13,1,15,94,128.25122
2023-08-13,1,16,92,44.46711
2023-08-13,1,17,124,175.5698
2023-08-13,1,18,243,198.34373
2023-08-13,1,19,160,199.83365
2023-08-13,1,20,21,38.781403
2023-08-13,2,1,123,53.93358
2023-08-13,2,2,27,21.623392
2023-08-13,2,3,121,72.79601
2023-08-13,2,4,282,258.06116
2023-08-13,2,5,54,39.197823
2023-08-13,2,6,331,307.15787
2023-08-13,2,7,273,230.46901
2023-08-13,2,8,274,262.9503
2023-08-13,2,9,176,170.92892
2023-08-13,2,10,94,154.15198
2023-08-13,2,11,55,56.42498
2023-08-13,2,12,97,67.899345
2023-08-13,2,13,212,186.6625
2023-08-13,2,14,51,27.587534
2023-08-13,2,15,116,176.36436
2023-08-13,2,16,124,137.1838
2023-08-13,2,17,11,63.60054
2023-08-13,2,18,283,228.25089
2023-08-13,2,19,50,64.763695
2023-08-13,2,20,90,52.146786
2023-08-13,3,1,71,45.019306
2023-08-13,3,2,31,101.50582
2023-08-13,3,3,93,70.05233
2023-08-13,3,4,68,76.494705
2023-08-13,3,5,222,210.61116
2023-08-13,3,6,484,353.92545
2023-08-13,3,7,165,180.4485
2023-08-13,3,8,91,79.1112
2023-08-13,3,9,7,61.322865
2023-08-13,3,10,431,363.40494
2023-08-13,3,11,200,207.40192
2023-08-13,3,12,324,288.09763
2023-08-13,3,13,242,203.27457
2023-08-13,3,14,74,42.038048
2023-08-13,3,15,270,245.00787
2023-08-13,3,16,60,35.985325
2023-08-13,3,17,31,69.24905
2023-08-13,3,18,357,325.44553
2023-08-13,3,19,207,203.31732
2023-08-13,3,20,456,321.28943
2023-08-13,4,1,23,25.298553
2023-08-13,4,2,162,148.68199
2023-08-13,4,3,66,34.765263
2023-08-13,4,4,64,147.08475
2023-08-13,4,5,121,152.68597
2023-08-13,4,6,109,193.2781
2023-08-13,4,7,73,74.24524
2023-08-13,4,8,326,328.30774
2023-08-13,4,9,266,250.67355
2023-08-13,4,10,8,56.4983
2023-08-13,4,11,44,141.15413
2023-08-13,4,12,69,145.65701
2023-08-13,4,13,103,143.1888
2023-08-13,4,14,115,64.50142
2023-08-13,4,15,88,70.2365
2023-08-13,4,16,355,315.70728
2023-08-13,4,17,247,256.3929
2023-08-13,4,18,66,124.18268
2023-08-13,4,19,46,37.473106
2023-08-13,4,20,55,43.019203
2023-08-13,5,1,4,26.558237
2023-08-13,5,2,206,170.03302
2023-08-13,5,3,359,307.00986
2023-08-13,5,4,15,38.963158
2023-08-13,5,5,116,160.18015
2023-08-13,5,6,145,205.05562
2023-08-13,5,7,84,69.86326
2023-08-13,5,8,93,83.717155
2023-08-13,5,9,68,59.12695
2023-08-13,5,10,13,63.314087
2023-08-13,5,11,121,145.57027
2023-08-13,5,12,117,86.075455
2023-08-13,5,13,91,142.57233
2023-08-13,5,14,50,24.308971
2023-08-13,5,15,124,154.33496
2023-08-13,5,16,137,145.97847
2023-08-13,5,17,207,196.09445
2023-08-13,5,18,23,55.704624
2023-08-13,5,19,76,60.24715
2023-08-13,5,20,245,253.97621
2023-08-14,1,1,72,49.854588
2023-08-14,1,2,236,195.08289
2023-08-14,1,3,267,241.31909
2023-08-14,1,4,87,56.713234
2023-08-14,1,5,348,290.18552
2023-08-14,1,6,205,200.68202
2023-08-14,1,7,32,43.06142
2023-08-14,1,8,266,252.71133
2023-08-14,1,9,60,131.21483
2023-08-14,1,10,15,66.54718
2023-08-14,1,11,116,145.184
2023-08-14,1,12,330,306.40927
2023-08-14,1,13,119,158.01245
2023-08-14,1,14,345,270.40454
2023-08-14,1,15,153,156.27385
2023-08-14,1,16,112,86.73848
2023-08-14,1,17,29,61.916756
2023-08-14,1,18,33,136.2934
2023-08-14,1,19,266,247.15077
2023-08-14,1,20,36,52.61765
2023-08-14,2,1,206,175.52692
2023-08-14,2,2,74,64.83065
2023-08-14,2,3,49,47.150448
2023-08-14,2,4,4,41.388836
2023-08-14,2,5,53,127.135864
2023-08-14,2,6,248,255.28423
2023-08-14,2,7,15,50.486732
2023-08-14,2,8,160,194.38971
2023-08-14,2,9,451,345.6812
2023-08-14,2,10,28,61.18233
2023-08-14,2,11,87,127.70234
2023-08-14,2,12,3,49.473278
2023-08-14,2,13,250,219.76733
2023-08-14,2,14,6,29.92129
2023-08-14,2,15,91,48.503853
2023-08-14,2,16,105,160.03035
2023-08-14,2,17,56,53.0526
2023-08-14,2,18,271,256.57037
2023-08-14,2,19,171,169.9179
2023-08-14,2,20,202,212.2409
2023-08-14,3,1,119,65.8915
2023-08-14,3,2,440,354.35828
2023-08-14,3,3,45,51.948513
2023-08-14,3,4,138,151.65144
2023-08-14,3,5,403,344.94516
2023-08-14,3,6,16,66.88753
2023-08-14,3,7,393,334.69226
2023-08-14,3,8,298,291.65167
2023-08-14,3,9,24,52.0133
2023-08-14,3,10,340,300.92358
2023-08-14,3,11,143,151.08878
2023-08-14,3,12,76,147.61853
2023-08-14,3,13,77,71.45973
2023-08-14,3,14,298,258.39276
2023-08-14,3,15,174,171.16464
2023-08-14,3,16,226,220.76408
2023-08-14,3,17,283,241.7514
2023-08-14,3,18,8,46.533604
2023-08-14,3,19,299,276.6988
2023-08-14,3,20,131,187.5617
2023-08-14,4,1,24,33.61715
2023-08-14,4,2,268,246.29517
2023-08-14,4,3,126,87.95072
2023-08-14,4,4,7,26.465403
2023-08-14,4,5,54,58.533745
2023-08-14,4,6,106,179.15616
2023-08-14,4,7,198,193.32802
2023-08-14,4,8,136,84.28744
2023-08-14,4,9,216,237.02527
2023-08-14,4,10,155,103.34502
2023-08-14,4,11,330,295.28876
2023-08-14,4,12,44,51.884026
2023-08-14,4,13,79,124.94552
2023-08-14,4,14,297,279.45215
2023-08-14,4,15,156,159.95775
2023-08-14,4,16,29,40.42515
2023-08-14,4,17,91,138.7746
2023-08-14,4,18,27,59.473633
2023-08-14,4,19,86,141.08128
2023-08-14,4,20,293,278.03635
2023-08-14,5,1,12,29.12819
2023-08-14,5,2,18,57.700783
2023-08-14,5,3,83,150.35371
2023-08-14,5,4,72,103.53736
2023-08-14,5,5,78,86.36346
2023-08-14,5,6,199,194.92722
2023-08-14,5,7,201,194.88138
2023-08-14,5,8,75,60.08974
2023-08-14,5,9,56,157.03644
2023-08-14,5,10,95,81.13659
2023-08-14,5,11,183,136.20856
2023-08-14,5,12,318,312.88065
2023-08-14,5,13,338,298.9726
2023-08-14,5,14,240,228.05714
2023-08-14,5,15,430,349.91226
2023-08-14,5,16,335,317.8808
2023-08-14,5,17,324,301.58176
2023-08-14,5,18,424,342.76602
2023-08-14,5,19,88,150.30598
2023-08-14,5,20,311,265.1299
2023-08-15,1,1,289,245.92787
2023-08-15,1,2,22,58.062057
2023-08-15,1,3,49,126.831184
2023-08-15,1,4,95,121.45615
2023-08-15,1,5,2,53.030956
2023-08-15,1,6,207,184.09883
2023-08-15,1,7,223,234.0334
2023-08-15,1,8,19,42.691998
2023-08-15,1,9,97,88.840614
2023-08-15,1,10,40,44.03364
2023-08-15,1,11,121,152.64479
2023-08-15,1,12,188,71.71477
2023-08-15,1,13,2,32.914
2023-08-15,1,14,105,92.81895
2023-08-15,1,15,67,147.79486
2023-08-15,1,16,336,297.9828
2023-08-15,1,17,23,49.524685
2023-08-15,1,18,143,85.22731
2023-08-15,1,19,65,57.840862
2023-08-15,1,20,139,173.34096
2023-08-15,2,1,63,44.417664
2023-08-15,2,2,81,165.66824
2023-08-15,2,3,58,43.234737
2023-08-15,2,4,350,292.01712
2023-08-15,2,5,16,50.612537
2023-08-15,2,6,141,181.41635
2023-08-15,2,7,242,233.10089
2023-08-15,2,8,148,180.99992
2023-08-15,2,9,99,163.12082
2023-08-15,2,10,135,153.35342
2023-08-15,2,11,201,189.16937
2023-08-15,2,12,56,59.090164
2023-08-15,2,13,72,66.687065
2023-08-15,2,14,145,187.72835
2023-08-15,2,15,8,61.155964
2023-08-15,2,16,60,51.486847
2023-08-15,2,17,48,48.492615
2023-08-15,2,18,192,184.7648
2023-08-15,2,19,92,64.274765
2023-08-15,2,20,4,40.783066
2023-08-15,3,1,101,147.776
2023-08-15,3,2,84,162.54677
2023-08-15,3,3,40,27.288937
2023-08-15,3,4,37,23.775827
2023-08-15,3,5,231,221.29536
2023-08-15,3,6,162,167.08435
2023-08-15,3,7,66,64.86718
2023-08-15,3,8,17,44.29842
2023-08-15,3,9,38,70.13915
2023-08-15,3,10,109,156.0318
2023-08-15,3,11,247,236.25293
2023-08-15,3,12,105,162.85962
2023-08-15,3,13,42,133.78085
2023-08-15,3,14,72,72.44147
2023-08-15,3,15,140,187.98152
2023-08-15,3,16,80,72.685684
2023-08-15,3,17,52,128.45422
2023-08-15,3,18,405,341.80426
2023-08-15,3,19,50,40.29908
2023-08-15,3,20,50,51.981647
2023-08-15,4,1,81,62.605686
2023-08-15,4,2,13,59.76513
2023-08-15,4,3,36,19.04797
2023-08-15,4,4,64,119.80901
2023-08-15,4,5,71,158.7624
2023-08-15,4,6,132,70.74883
2023-08-15,4,7,44,61.539055
2023-08-15,4,8,201,192.8758
2023-08-15,4,9,246,217.96751
2023-08-15,4,10,126,84.89065
2023-08-15,4,11,161,180.65028
2023-08-15,4,12,45,35.807995
2023-08-15,4,13,230,216.24768
2023-08-15,4,14,22,42.236748
2023-08-15,4,15,143,189.89246
2023-08-15,4,16,123,182.0032
2023-08-15,4,17,164,183.03116
2023-08-15,4,18,79,173.40639
2023-08-15,4,19,255,242.54498
2023-08-15,4,20,42,47.733955
2023-08-15,5,1,451,334.96143
2023-08-15,5,2,242,217.9421
2023-08-15,5,3,136,137.31348
2023-08-15,5,4,154,174.67462
2023-08-15,5,5,68,147.38492
2023-08-15,5,6,80,133.0122
2023-08-15,5,7,66,53.39017
2023-08-15,5,8,204,173.8909
2023-08-15,5,9,91,127.08948
2023-08-15,5,10,87,108.30749
2023-08-15,5,11,157,158.42802
2023-08-15,5,12,77,67.5215
2023-08-15,5,13,31,48.176167
2023-08-15,5,14,251,243.993
2023-08-15,5,15,108,172.98079
2023-08-15,5,16,276,258.43246
2023-08-15,5,17,33,41.36191
2023-08-15,5,18,35,59.86286
2023-08-15,5,19,33,28.92785
2023-08-15,5,20,164,170.96698
2023-08-16,1,1,50,46.687088
2023-08-16,1,2,55,33.115116
2023-08-16,1,3,318,292.95566
2023-08-16,1,4,97,78.404274
2023-08-16,1,5,124,148.53596
2023-08-16,1,6,19,23.546421
2023-08-16,1,7,71,60.224087
2023-08-16,1,8,10,36.90487
2023-08-16,1,9,419,339.49002
2023-08-16,1,10,52,32.6825
2023-08-16,1,11,25,31.966482
2023-08-16,1,12,3,42.328674
2023-08-16,1,13,102,171.22969
2023-08-16,1,14,254,251.05737
2023-08-16,1,15,86,69.35191
2023-08-16,1,16,46,50.05721
2023-08-16,1,17,32,35.585743
2023-08-16,1,18,120,179.12831
2023-08-16,1,19,107,74.07559
2023-08-16,1,20,36,39.473625
2023-08-16,2,1,105,182.45636
2023-08-16,2,2,21,37.895798
2023-08-16,2,3,1,26.880817
2023-08-16,2,4,89,67.16272
2023-08-16,2,5,109,147.21487
2023-08-16,2,6,96,132.38916
2023-08-16,2,7,70,51.830338
2023-08-16,2,8,181,162.7804
2023-08-16,2,9,8,38.867958
2023-08-16,2,10,138,132.22144
2023-08-16,2,11,11,39.32562
2023-08-16,2,12,39,91.579254
2023-08-16,2,13,75,134.62521
2023-08-16,2,14,280,238.46092
2023-08-16,2,15,5,19.54299
2023-08-16,2,16,292,270.3625
2023-08-16,2,17,295,253.37958
2023-08-16,2,18,35,46.33709
2023-08-16,2,19,351,311.1201
2023-08-16,2,20,55,40.440582
2023-08-16,3,1,159,185.61638
2023-08-16,3,2,483,339.11517
2023-08-16,3,3,167,96.330925
2023-08-16,3,4,20,49.886143
2023-08-16,3,5,104,67.698875
2023-08-16,3,6,106,130.30328
2023-08-16,3,7,151,163.66647
2023-08-16,3,8,64,42.62853
2023-08-16,3,9,400,345.29175
2023-08-16,3,10,31,22.58022
2023-08-16,3,11,207,185.99474
2023-08-16,3,12,332,296.23752
2023-08-16,3,13,80,133.69147
2023-08-16,3,14,11,40.14106
2023-08-16,3,15,146,79.357346
2023-08-16,3,16,174,174.25325
2023-08-16,3,17,99,74.59148
2023-08-16,3,18,3,60.96041
2023-08-16,3,19,225,212.48784
2023-08-16,3,20,119,136.23608
2023-08-16,4,1,4,50.393383
2023-08-16,4,2,221,231.08136
2023-08-16,4,3,62,58.406937
2023-08-16,4,4,407,328.82358
2023-08-16,4,5,1,29.52867
2023-08-16,4,6,318,281.32242
2023-08-16,4,7,1,21.611134
2023-08-16,4,8,63,49.03469
2023-08-16,4,9,83,147.52065
2023-08-16,4,10,55,102.25849
2023-08-16,4,11,90,56.426525
2023-08-16,4,12,126,151.04236
2023-08-16,4,13,92,58.742306
2023-08-16,4,14,96,150.28717
2023-08-16,4,15,72,120.87615
2023-08-16,4,16,28,33.5676
2023-08-16,4,17,336,316.8761
2023-08-16,4,18,347,312.88953
2023-08-16,4,19,91,139.26614
2023-08-16,4,20,169,79.70482
2023-08-16,5,1,71,74.37047
2023-08-16,5,2,207,217.22186
2023-08-16,5,3,163,172.64822
2023-08-16,5,4,42,36.193947
2023-08-16,5,5,148,150.6908
2023-08-16,5,6,100,69.70491
2023-08-16,5,7,243,205.28432
2023-08-16,5,8,127,147.7841
2023-08-16,5,9,30,64.862976
2023-08-16,5,10,64,39.875237
2023-08-16,5,11,56,41.57214
2023-08-16,5,12,269,244.7927
2023-08-16,5,13,6,34.80142
2023-08-16,5,14,29,52.008957
2023-08-16,5,15,272,231.34164
2023-08-16,5,16,84,59.81509
2023-08-16,5,17,99,171.81808
2023-08-16,5,18,2,37.397896
2023-08-16,5,19,232,240.97298
2023-08-16,5,20,225,201.13539
2023-08-17,1,1,225,229.92102
2023-08-17,1,2,11,57.32176
2023-08-17,1,3,285,262.10287
2023-08-17,1,4,156,177.9151
2023-08-17,1,5,27,17.431093
2023-08-17,1,6,107,89.316795
2023-08-17,1,7,178,151.23589
2023-08-17,1,8,42,31.538433
2023-08-17,1,9,341,320.68283
2023-08-17,1,10,300,255.18796
2023-08-17,1,11,37,36.62029
2023-08-17,1,12,13,42.575367
2023-08-17,1,13,75,41.731567
2023-08-17,1,14,134,165.72028
2023-08-17,1,15,167,163.26471
2023-08-17,1,16,158,187.03569
2023-08-17,1,17,322,296.88245
2023-08-17,1,18,157,169.72037
2023-08-17,1,19,183,185.95056
2023-08-17,1,20,160,154.26575
2023-08-17,2,1,61,43.33849
2023-08-17,2,2,25,49.122242
2023-08-17,2,3,375,337.205
2023-08-17,2,4,14,44.080173
2023-08-17,2,5,249,209.39946
2023-08-17,2,6,97,76.4556
2023-08-17,2,7,211,189.38228
2023-08-17,2,8,36,30.121614
2023-08-17,2,9,70,163.69357
2023-08-17,2,10,236,225.47345
2023-08-17,2,11,300,257.12222
2023-08-17,2,12,159,103.800224
2023-08-17,2,13,65,113.64104
2023-08-17,2,14,248,236.9014
2023-08-17,2,15,34,109.66482
2023-08-17,2,16,0,42.874504
2023-08-17,2,17,57,147.4356
2023-08-17,2,18,44,45.94288
2023-08-17,2,19,76,76.272285
2023-08-17,2,20,51,37.870033
2023-08-17,3,1,42,38.46738
2023-08-17,3,2,50,61.682755
2023-08-17,3,3,91,61.22241
2023-08-17,3,4,225,227.22005
2023-08-17,3,5,382,337.5335
2023-08-17,3,6,53,127.93951
2023-08-17,3,7,63,119.5027
2023-08-17,3,8,76,47.483654
2023-08-17,3,9,158,110.14526
2023-08-17,3,10,45,43.424335
2023-08-17,3,11,200,194.93057
2023-08-17,3,12,20,51.945614
2023-08-17,3,13,367,301.10034
2023-08-17,3,14,179,175.41017
2023-08-17,3,15,221,205.10646
2023-08-17,3,16,9,46.030895
2023-08-17,3,17,109,101.9993
2023-08-17,3,18,170,176.77058
2023-08-17,3,19,253,248.6685
2023-08-17,3,20,160,161.82411
2023-08-17,4,1,191,170.78941
2023-08-17,4,2,139,200.05829
2023-08-17,4,3,272,257.8343
2023-08-17,4,4,30,49.96152
2023-08-17,4,5,61,38.049107
2023-08-17,4,6,202,197.8872
2023-08-17,4,7,38,37.639214
2023-08-17,4,8,304,257.4324
2023-08-17,4,9,51,70.872345
2023-08-17,4,10,35,44.028175
2023-08-17,4,11,261,248.0696
2023-08-17,4,12,109,82.885796
2023-08-17,4,13,90,55.429653
2023-08-17,4,14,28,29.799885
