Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,Demand_t-1,Demand_t-7,RollingMean_7,RollingStd_7,Predicted_Demand_Raw,Predicted_Demand,Absolute_Error,Percentage_Error
2022-01-07,5,1,3,3,227.0,97,77.0,97.73,41.28,15.0,4,1,44.0,1,10.61,5.0,53.94633937,4,7,5.38,164.48,106.3342857142857,67.43993373295051,105.9356,106.0,8.269999999999996,8.462089430062413
2022-01-08,1,1,3,3,231.0,2,119.0,0.84,66.3,20.0,2,1,63.82,4,5.44,2.0,53.94633937,5,8,97.73,106.55,91.23285714285714,78.33846835246088,48.00702,48.0,47.16,5614.285714285714
2022-01-08,2,1,3,1,349.0,341,198.0,348.41,90.22,20.0,3,1,87.58,2,7.31,5.0,44.98160475,5,8,0.84,213.22,110.54571428571428,119.35228553280729,338.59113,339.0,9.410000000000025,2.7008409632329795
2022-01-08,3,1,3,2,370.0,264,56.0,282.53,72.31,20.0,4,1,68.04,3,10.59,5.0,68.02857226,5,8,348.41,117.92,134.0614285714286,136.09010561983942,269.20044,269.0,13.529999999999973,4.788871978196997
2022-01-08,4,1,3,3,62.0,23,131.0,28.07,24.71,20.0,2,1,25.11,1,10.71,2.0,53.94633937,5,8,282.53,153.84,116.0942857142857,141.24822392477986,48.00702,48.0,19.93,71.00106875667973
2022-01-08,5,1,3,1,107.0,53,189.0,62.9,21.2,20.0,1,0,18.82,2,5.94,2.0,44.98160475,5,8,28.07,49.7,117.98,140.2990282693837,60.830093,61.0,1.8999999999999986,3.020667726550077
2022-01-09,1,1,3,2,373.0,350,178.0,352.24,41.72,0.0,1,1,38.68,2,6.04,5.0,68.02857226,6,9,62.9,5.38,167.5314285714285,154.44226703729473,338.59113,339.0,13.240000000000009,3.75880081762435
2022-01-09,2,1,3,2,361.0,155,102.0,149.74,78.43,15.0,2,1,82.14,4,7.29,5.0,68.02857226,6,9,352.24,97.73,174.96142857142857,151.7521797129091,147.37823,147.0,2.740000000000009,1.8298383865366696
2022-01-09,3,1,3,3,139.0,112,66.0,106.74,84.48,0.0,4,0,89.23,2,10.03,5.0,53.94633937,6,9,149.74,0.84,190.09,135.9571746298567,105.9356,106.0,0.7399999999999949,0.6932733745549886
2022-01-09,4,1,3,4,391.0,253,163.0,250.85,80.62,0.0,3,0,79.01,3,7.68,5.0,59.27975767,6,9,106.74,348.41,176.15285714285713,121.2249751102313,269.20044,269.0,18.150000000000006,7.235399641219854
2022-01-09,5,1,3,4,412.0,408,114.0,407.25,89.6,20.0,3,0,94.16,4,7.61,5.0,59.27975767,6,9,250.85,282.53,193.97,146.0825145822274,363.3449,363.0,44.25,10.865561694290976
2022-01-10,1,1,3,4,327.0,36,132.0,39.5,32.68,5.0,4,1,34.71,2,9.17,2.0,59.27975767,0,10,407.25,28.07,195.60285714285715,143.96765478332117,48.00702,48.0,8.5,21.518987341772153
2022-01-10,2,1,3,4,117.0,42,158.0,56.12,31.79,5.0,4,0,29.67,3,8.97,2.0,59.27975767,0,10,39.5,62.9,194.63428571428568,145.02813863260505,60.830093,61.0,4.880000000000003,8.695652173913048
2022-01-10,3,1,3,2,126.0,57,61.0,59.64,21.01,15.0,3,1,24.33,1,12.14,2.0,68.02857226,0,10,56.12,352.24,152.8342857142857,133.76109422612927,60.830093,61.0,1.3599999999999994,2.2803487592219973
2022-01-10,4,1,3,3,310.0,280,145.0,279.05,20.82,0.0,2,0,17.27,4,9.12,5.0,53.94633937,0,10,59.64,149.74,171.30714285714288,141.94147194228637,269.20044,269.0,10.050000000000011,3.601505106611722
2022-01-10,5,1,3,4,101.0,23,102.0,18.75,30.18,15.0,2,1,26.91,2,7.06,2.0,59.27975767,0,10,279.05,106.74,158.73714285714283,152.14194049354987,48.00702,48.0,29.25,156.0
2022-01-11,1,1,3,4,101.0,16,193.0,16.11,27.53,5.0,3,1,27.08,3,5.59,2.0,59.27975767,1,11,18.75,250.85,125.20285714285716,154.30970240766737,48.00702,48.0,31.89,197.951582867784
2022-01-11,2,1,3,3,294.0,48,160.0,60.4,20.51,20.0,4,1,17.82,4,8.93,2.0,53.94633937,1,11,16.11,407.25,75.65285714285714,91.58903459007992,60.830093,61.0,0.6000000000000014,0.9933774834437109
2022-01-11,3,1,3,1,366.0,6,147.0,7.29,42.12,0.0,1,0,46.51,1,6.12,2.0,44.98160475,1,11,60.4,39.5,71.05142857142857,94.47181827200664,48.00702,48.0,40.71,558.4362139917696
2022-01-11,4,1,3,3,147.0,45,129.0,41.43,54.34,0.0,3,1,53.68,3,7.49,2.0,53.94633937,1,11,7.29,56.12,68.95285714285714,95.02034882316624,60.830093,61.0,19.57,47.23630219647598
2022-01-11,5,1,3,3,208.0,204,88.0,202.45,31.82,10.0,2,1,33.04,3,10.21,5.0,53.94633937,1,11,41.43,59.64,89.35428571428572,107.2337244615926,207.35054,207.0,4.550000000000011,2.247468510743399
2022-01-12,1,1,3,2,145.0,104,189.0,100.32,92.92,0.0,4,0,97.59,4,10.02,2.0,68.02857226,2,12,202.45,279.05,63.82142857142857,69.00087594337029,105.9356,106.0,5.680000000000007,5.661881977671459
2022-01-12,2,1,3,2,340.0,314,194.0,326.23,47.51,10.0,4,0,50.09,2,9.2,5.0,68.02857226,2,12,100.32,18.75,107.74714285714286,116.82413516539664,307.0379,307.0,19.230000000000018,5.894614229224785
2022-01-12,3,1,3,1,444.0,168,192.0,169.9,79.47,20.0,3,0,77.09,4,11.07,2.0,44.98160475,2,12,326.23,16.11,129.71714285714285,111.03611780471644,147.37823,147.0,22.900000000000006,13.478516774573283
2022-01-12,4,1,3,1,56.0,39,149.0,35.68,46.26,20.0,3,0,48.81,3,9.53,2.0,44.98160475,2,12,169.9,60.4,126.1857142857143,113.96266769680076,48.00702,48.0,12.32,34.52914798206278
2022-01-12,5,1,3,2,132.0,6,84.0,-2.04,60.36,5.0,3,1,59.95,1,13.68,2.0,68.02857226,2,12,35.68,7.29,124.85285714285716,115.62737935775792,48.00702,48.0,50.04,-2452.941176470588
2022-01-13,1,1,3,3,110.0,80,190.0,78.64,17.27,15.0,4,1,21.79,1,13.49,2.0,53.94633937,3,13,-2.04,41.43,130.16857142857145,111.94984180851884,79.35342,79.0,0.35999999999999943,0.45778229908443474
2022-01-13,2,1,3,2,469.0,317,100.0,331.97,44.84,15.0,2,0,43.79,3,12.07,5.0,68.02857226,3,13,78.64,202.45,148.67142857142858,134.34986917604,307.0379,307.0,24.970000000000027,7.521764014820624
2022-01-13,3,1,3,4,218.0,2,108.0,-7.96,83.14,10.0,1,1,82.45,3,14.66,2.0,59.27975767,3,13,331.97,100.32,133.20285714285714,146.52640884999605,48.00702,48.0,55.96,-703.0150753768845
2022-01-13,4,1,3,4,206.0,171,65.0,188.57,35.78,20.0,3,1,32.92,2,14.47,5.0,59.27975767,3,13,-7.96,326.23,113.53714285714284,123.77317381865451,147.37823,147.0,41.56999999999999,22.04486397624224
2022-01-13,5,1,3,1,215.0,63,81.0,66.91,46.64,15.0,3,0,44.03,2,13.8,2.0,44.98160475,3,13,188.57,169.9,98.82428571428572,122.0661248199984,79.35342,79.0,12.090000000000003,18.069047974891653
2022-01-14,1,1,3,1,199.0,177,44.0,193.23,90.05,20.0,4,0,87.05,4,11.29,5.0,44.98160475,4,14,66.91,35.68,121.33142857142856,123.00411286193804,207.35054,207.0,13.77000000000001,7.126222636236615
2022-01-14,2,1,3,4,81.0,45,121.0,40.43,35.05,20.0,1,0,35.31,4,8.83,2.0,59.27975767,4,14,193.23,-2.04,127.39857142857144,116.79535584782066,60.830093,61.0,20.57,50.878060845906504
2022-01-14,3,1,3,3,159.0,76,124.0,85.52,22.88,20.0,2,1,19.15,3,10.33,2.0,53.94633937,4,14,40.43,78.64,128.3814285714286,116.34473579676502,79.35342,79.0,6.519999999999996,7.6239476145930745
2022-01-14,4,1,3,2,93.0,39,180.0,37.77,64.07,20.0,3,0,68.04,4,13.14,2.0,68.02857226,4,14,85.52,331.97,86.35285714285715,77.04317419782357,48.00702,48.0,10.229999999999997,27.084988085782356
2022-01-14,5,1,3,3,65.0,63,121.0,62.67,30.03,10.0,1,0,27.0,1,10.43,2.0,53.94633937,4,14,37.77,-7.96,96.44285714285714,66.54222987804705,79.35342,79.0,16.33,26.05712462103079
2022-01-15,1,1,3,1,290.0,176,94.0,170.06,98.04,10.0,3,1,98.2,1,13.36,5.0,44.98160475,5,15,62.67,188.57,93.79857142857144,62.51711457101739,207.35054,207.0,36.94,21.721745266376573
2022-01-15,2,1,3,4,79.0,19,163.0,16.28,62.09,0.0,4,0,59.01,1,7.1,2.0,59.27975767,5,15,170.06,66.91,86.5657142857143,68.76320693925952,48.00702,48.0,31.72,194.8402948402948
2022-01-15,3,1,3,4,349.0,212,89.0,229.0,51.29,5.0,4,1,56.03,2,6.06,5.0,59.27975767,5,15,16.28,193.23,91.67571428571428,78.63178213613602,207.35054,207.0,22.0,9.606986899563319
2022-01-15,4,1,3,4,429.0,59,108.0,62.45,99.7,20.0,1,1,98.38,3,7.68,2.0,59.27975767,5,15,229.0,40.43,94.82142857142856,76.65560806372257,60.830093,61.0,1.4500000000000028,2.3218574859887955
2022-01-15,5,1,3,3,409.0,120,190.0,131.74,12.0,20.0,2,1,15.45,4,6.66,2.0,53.94633937,5,15,62.45,85.52,101.42428571428572,77.70432610375111,105.9356,106.0,25.74000000000001,19.53848489448915
2022-01-16,1,1,3,3,104.0,97,189.0,114.65,11.39,15.0,4,0,7.96,4,8.57,2.0,53.94633937,6,16,131.74,37.77,112.40714285714286,72.46431667018047,105.9356,106.0,8.650000000000006,7.5447012647187135
2022-01-16,2,1,3,3,264.0,125,25.0,115.17,82.33,15.0,1,1,82.8,4,7.5,5.0,53.94633937,6,16,114.65,62.67,119.90714285714286,69.09722997686808,105.9356,106.0,9.170000000000002,7.962142919162978
2022-01-16,3,1,3,2,150.0,16,131.0,26.52,24.69,15.0,1,0,21.17,3,7.7,2.0,68.02857226,6,16,115.17,170.06,99.40142857142855,72.92578680379377,48.00702,48.0,21.48,80.99547511312217
2022-01-16,4,1,3,3,213.0,170,59.0,184.27,68.89,5.0,4,1,73.87,3,10.65,5.0,53.94633937,6,16,26.52,16.28,123.4,68.52129206798915,147.37823,147.0,37.27000000000001,20.225755684593263
2022-01-16,5,1,3,3,403.0,142,151.0,144.08,16.41,15.0,2,0,15.75,4,8.9,2.0,53.94633937,6,16,184.27,229.0,111.26857142857143,52.30854978827443,147.37823,147.0,2.9199999999999875,2.0266518600777257
2022-01-17,1,1,3,3,134.0,69,95.0,73.59,95.27,0.0,3,1,92.6,2,7.59,2.0,53.94633937,0,17,144.08,62.45,112.86,50.72113234803292,79.35342,79.0,5.409999999999997,7.3515423291208
2022-01-17,2,1,3,3,75.0,33,124.0,51.55,79.17,15.0,3,1,74.23,3,14.93,2.0,53.94633937,0,17,73.59,131.74,101.4042857142857,54.64983618674531,48.00702,48.0,3.549999999999997,6.886517943743933
2022-01-17,3,1,3,1,172.0,96,31.0,95.98,69.29,20.0,3,1,65.89,4,11.94,5.0,44.98160475,0,17,51.55,114.65,98.73714285714286,54.35041542750947,105.9356,106.0,10.019999999999996,10.439674932277553
2022-01-17,4,1,3,1,238.0,177,130.0,192.59,15.89,15.0,1,1,15.61,4,6.8,5.0,44.98160475,0,17,95.98,115.17,109.79714285714286,65.07157692733078,207.35054,207.0,14.409999999999997,7.482216106755281
2022-01-17,5,1,3,3,369.0,181,36.0,199.99,72.68,5.0,2,1,75.76,1,13.31,5.0,53.94633937,0,17,192.59,26.52,134.57857142857145,60.97362173611681,207.35054,207.0,7.009999999999991,3.5051752587629332
2022-01-18,1,1,3,1,339.0,123,157.0,134.0,90.7,15.0,1,0,86.51,1,6.44,2.0,44.98160475,1,18,199.99,184.27,127.39714285714284,56.97482125590975,105.9356,106.0,28.0,20.8955223880597
2022-01-18,2,1,3,1,126.0,49,53.0,46.06,25.42,10.0,3,0,24.05,1,5.32,2.0,44.98160475,1,18,134.0,144.08,113.39428571428572,63.82480522418197,60.830093,61.0,14.939999999999998,32.43595310464611
2022-01-18,3,1,3,4,444.0,221,31.0,219.76,93.41,20.0,3,1,92.03,1,12.07,5.0,59.27975767,1,18,46.06,73.59,134.2757142857143,72.01698893482082,222.85416,223.0,3.240000000000009,1.474335638878781
2022-01-18,4,1,3,1,480.0,375,148.0,368.33,15.05,20.0,2,1,12.79,1,13.25,5.0,44.98160475,1,18,219.76,51.55,179.53,103.85959464584876,363.3449,363.0,5.329999999999984,1.4470719192028845
2022-01-18,5,1,3,4,186.0,40,22.0,41.06,83.8,15.0,3,0,82.03,3,8.61,5.0,59.27975767,1,18,368.33,95.98,171.68428571428572,112.9036050291196,48.00702,48.0,6.939999999999998,16.90209449585971
2022-01-19,1,1,3,4,431.0,211,139.0,228.92,97.97,10.0,2,0,95.06,2,11.38,5.0,59.27975767,2,19,41.06,192.59,176.8742857142857,114.84313183021196,207.35054,207.0,21.919999999999987,9.57539751878385
2022-01-19,2,1,3,3,159.0,89,168.0,88.02,27.97,0.0,1,1,27.6,3,14.39,2.0,53.94633937,2,19,228.92,199.99,160.8785714285714,118.8159482040145,105.9356,106.0,17.980000000000004,20.427175641899574
2022-01-19,3,1,3,3,482.0,368,66.0,387.18,19.35,20.0,1,1,22.79,1,11.92,5.0,53.94633937,2,19,88.02,134.0,197.0471428571429,144.9345239196291,338.59113,339.0,48.18000000000001,12.443824577715793
2022-01-19,4,1,3,1,313.0,116,79.0,125.09,45.51,20.0,1,0,47.1,1,5.98,5.0,44.98160475,2,19,387.18,46.06,208.33714285714288,133.868443968234,105.9356,106.0,19.090000000000003,15.261012071308661
2022-01-19,5,1,3,2,191.0,186,170.0,196.11,25.25,5.0,3,1,22.75,1,5.53,5.0,68.02857226,2,19,125.09,219.76,204.95857142857145,133.83053954268334,207.35054,207.0,10.889999999999986,5.55300596603946
2022-01-20,1,1,3,1,154.0,79,113.0,90.49,10.38,0.0,2,0,11.46,1,13.46,2.0,44.98160475,3,20,196.11,368.33,165.2671428571429,117.50790295611132,79.35342,79.0,11.489999999999995,12.697535639297156
2022-01-20,2,1,3,1,335.0,224,132.0,231.66,74.03,5.0,1,0,69.72,4,10.68,5.0,44.98160475,3,20,90.49,41.06,192.49571428571429,105.38775622388393,222.85416,223.0,8.659999999999997,3.7382370715704036
2022-01-20,3,1,3,2,201.0,19,45.0,26.61,40.4,20.0,3,0,38.23,3,5.4,2.0,68.02857226,3,20,231.66,228.92,163.59428571428572,120.4047123741624,48.00702,48.0,21.39,80.38331454340474
2022-01-20,4,1,3,1,283.0,47,199.0,50.09,60.39,5.0,3,1,64.48,1,9.68,2.0,44.98160475,3,20,26.61,88.02,158.17571428571432,125.13325721767484,60.830093,61.0,10.909999999999997,21.780794569774397
2022-01-20,5,1,3,3,422.0,85,30.0,86.81,12.43,10.0,2,0,10.91,3,8.42,5.0,53.94633937,3,20,50.09,387.18,115.26571428571432,74.95689647104817,105.9356,106.0,19.189999999999998,22.10574818569289
2022-01-21,1,1,3,2,430.0,390,195.0,401.1,13.1,15.0,4,1,15.14,2,8.64,5.0,68.02857226,4,21,86.81,125.09,154.6957142857143,131.92982097276104,363.3449,363.0,38.10000000000002,9.498878085265524
2022-01-21,2,1,3,2,72.0,17,99.0,14.05,60.43,10.0,3,0,64.76,1,14.06,2.0,68.02857226,4,21,401.1,196.11,128.68714285714287,140.0974775783259,48.00702,48.0,33.95,241.6370106761566
2022-01-21,3,1,3,1,394.0,301,129.0,316.32,67.09,15.0,1,1,72.02,4,14.17,5.0,44.98160475,4,21,14.05,90.49,160.94857142857146,155.0404722890738,307.0379,307.0,9.319999999999993,2.946383409205865
2022-01-21,4,1,3,1,117.0,69,104.0,78.69,29.64,10.0,3,0,34.25,4,9.14,2.0,44.98160475,4,21,316.32,231.66,139.09571428571428,154.19080342843012,79.35342,79.0,0.3100000000000023,0.3939509467530846
2022-01-21,5,1,3,3,283.0,33,78.0,34.74,44.04,15.0,1,0,42.55,4,13.0,2.0,53.94633937,4,21,78.69,26.61,140.25714285714287,153.22992524463425,48.00702,48.0,13.259999999999998,38.169257340241785
2022-01-22,1,1,3,1,450.0,191,197.0,181.42,87.64,0.0,4,1,91.45,1,14.89,2.0,44.98160475,5,22,34.74,50.09,159.01857142857145,148.3109282811589,207.35054,207.0,25.580000000000013,14.099878734428406
2022-01-22,2,1,3,1,428.0,60,59.0,61.07,47.2,5.0,4,1,43.8,1,6.85,5.0,44.98160475,5,22,181.42,86.81,155.3414285714286,150.69947129177018,60.830093,61.0,0.07000000000000028,0.11462256427050971
2022-01-22,3,1,3,1,344.0,156,77.0,158.45,64.0,15.0,2,0,65.52,1,12.26,5.0,44.98160475,5,22,61.07,401.1,120.67714285714284,106.03700827451486,147.37823,147.0,11.449999999999989,7.226254338908166
2022-01-22,4,1,3,1,161.0,155,158.0,174.61,67.26,5.0,2,1,67.67,3,11.09,5.0,44.98160475,5,22,158.45,14.05,143.6142857142857,96.02057120866397,147.37823,147.0,27.610000000000014,15.81238187961744
2022-01-22,5,1,3,1,213.0,82,67.0,94.63,63.57,10.0,1,1,64.3,3,7.41,5.0,44.98160475,5,22,174.61,316.32,111.94428571428573,58.97877410762369,105.9356,106.0,11.370000000000005,12.015217161576672
2022-01-23,1,1,3,4,118.0,79,155.0,69.99,22.65,15.0,2,0,25.19,1,8.59,2.0,59.27975767,6,23,94.63,78.69,110.70142857142856,59.881099530255696,79.35342,79.0,9.010000000000005,12.873267609658532
2022-01-23,2,1,3,2,52.0,10,58.0,7.68,49.67,20.0,1,0,50.44,1,11.35,2.0,68.02857226,6,23,69.99,34.74,106.83571428571427,66.14774671323356,48.00702,48.0,40.32,525.0
2022-01-23,3,1,3,2,370.0,330,26.0,344.02,94.94,5.0,1,1,99.58,1,8.57,5.0,68.02857226,6,23,7.68,181.42,130.06428571428572,110.43078554116197,307.0379,307.0,37.01999999999998,10.761002267310035
2022-01-23,4,1,3,3,113.0,16,110.0,11.82,25.15,20.0,4,0,28.01,2,10.17,2.0,53.94633937,6,23,344.02,61.07,123.02857142857142,116.93640799291606,48.00702,48.0,36.18,306.0913705583756
2022-01-23,5,1,3,3,353.0,243,149.0,254.57,70.59,20.0,4,0,65.9,2,5.35,5.0,53.94633937,6,23,11.82,158.45,136.76,126.99957086541676,222.85416,223.0,31.569999999999993,12.401304159956002
2022-01-24,1,1,3,2,115.0,9,132.0,17.87,76.71,15.0,4,1,75.85,2,9.33,2.0,68.02857226,0,24,254.57,174.61,114.3685714285714,132.89464692361537,48.00702,48.0,30.13,168.6066032456631
2022-01-24,2,1,3,4,450.0,350,64.0,361.4,32.96,5.0,4,0,33.77,2,6.79,5.0,59.27975767,0,24,17.87,94.63,152.47857142857143,161.469416033767,338.59113,339.0,22.399999999999977,6.19811842833425
2022-01-24,3,1,3,4,143.0,46,120.0,37.13,55.63,5.0,1,1,57.66,3,6.67,2.0,59.27975767,0,24,361.4,69.99,147.78428571428572,164.71232911322934,60.830093,61.0,23.869999999999997,64.28763802854833
2022-01-24,4,1,3,3,396.0,197,126.0,212.17,85.2,15.0,2,0,86.92,4,6.39,5.0,53.94633937,0,24,37.13,7.68,176.99714285714282,153.47284251774386,207.35054,207.0,5.1699999999999875,2.4367252674741895
2022-01-24,5,1,3,2,113.0,90,116.0,89.35,68.26,5.0,4,1,68.14,1,8.99,2.0,68.02857226,0,24,212.17,344.02,140.6157142857143,136.53058800834623,105.9356,106.0,16.650000000000006,18.634583100167887
2022-01-25,1,1,3,3,348.0,189,122.0,185.83,18.35,15.0,3,1,22.01,3,14.22,5.0,53.94633937,1,25,89.35,11.82,165.4742857142857,124.48156782661216,207.35054,207.0,21.169999999999987,11.392132594306617
2022-01-25,2,1,3,3,154.0,141,109.0,151.02,85.26,15.0,3,0,88.33,3,6.0,5.0,53.94633937,1,25,185.83,254.57,150.68142857142857,118.11932108798176,147.37823,147.0,4.02000000000001,2.661899086213753
2022-01-25,3,1,3,2,113.0,68,90.0,73.85,24.77,10.0,3,0,28.81,3,14.73,2.0,68.02857226,1,25,151.02,17.87,158.67857142857142,109.18604679301166,79.35342,79.0,5.150000000000006,6.973595125253901
2022-01-25,4,1,3,3,475.0,440,156.0,449.62,64.48,10.0,4,1,65.19,2,10.03,5.0,53.94633937,1,25,73.85,361.4,171.28142857142856,137.82154529542566,363.3449,363.0,86.62,19.265157243894844
2022-01-25,5,1,3,4,97.0,15,45.0,5.87,64.45,15.0,1,0,63.51,1,9.16,2.0,59.27975767,1,25,449.62,37.13,166.81571428571425,143.29073404063774,48.00702,48.0,42.13,717.717206132879
2022-01-26,1,1,3,2,200.0,49,101.0,50.62,59.48,5.0,1,1,55.45,4,9.94,2.0,68.02857226,2,26,5.87,212.17,143.73714285714286,147.71001790831994,60.830093,61.0,10.380000000000003,20.50572896088503
2022-01-26,2,1,3,1,56.0,19,140.0,19.59,60.54,5.0,4,0,60.86,3,7.8,2.0,44.98160475,2,26,50.62,89.35,133.77142857142857,154.2016212007915,48.00702,48.0,28.41,145.0229709035222
